"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"316","4.5","24","139.8","105","","10","1","1","1","20","4.65396","6.5625","1","1.504077"
"317","22.5","24","139.8","124","12","12","3","0","1","0","4.820282","7.75","0","3.113515"
"318","37.5","24","139.8","117","17","16","1","1","1","0","4.762174","7.3125","0","3.624341"
"319","65","24","139.8","145","12","12","1","1","1","0","4.976734","9.0625","0","4.174387"
"320","11.5","24","139.8","96","","12","5","1","0","0","4.564348","6","0","2.442347"
"321","22.5","24","139.8","140","12","14","1","0","1","0","4.941642","8.75","0","3.113515"
"322","65","24","139.8","101","14","16","1","1","1","0","4.61512","6.3125","0","4.174387"
"323","37.5","24","139.8","148","16","12","3","1","1","0","4.997212","9.25","0","3.624341"
"324","10.5","24","139.8","135","12","14","3","1","0","0","4.905275","8.4375","0","2.351375"
"325","37.5","24","139.8","120","16","14","1","0","1","0","4.787492","7.5","0","3.624341"
"326","22.5","24","139.8","130","12","12","2","0","1","0","4.867535","8.125","0","3.113515"
"327","15.5","24","139.8","134","12","12","1","1","0","0","4.89784","8.375","0","2.74084"
"328","65","24","139.8","128","16","15","1","1","1","0","4.85203","8","0","4.174387"
"329",".5","24","139.8","111","11","10","1","1","1","15","4.70953","6.9375",".75","-.6931472"
"330","32.5","12","122.4","128","10","12","3","0","0","0","4.85203","8","0","3.48124"
"331","10.5","12","122.4","134","10","12","1","1","1","0","4.89784","8.375","0","2.351375"
"332","22.5","12","122.4","141","12","12","2","1","1","0","4.94876","8.8125","0","3.113515"
"333","47.5","12","122.4","115","14","12","1","0","1","0","4.744932","7.1875","0","3.86073"
"334","27.5","12","122.4","98","12","12","2","1","1","0","4.584968","6.125","0","3.314186"
"335","65","12","122.4","118","17","16","1","0","1","0","4.770685","7.375","0","4.174387"
"336","47.5","12","122.4","130","16","18","1","0","0","0","4.867535","8.125","0","3.86073"
"337","4.5","12","122.4","136","","12","2","1","0","0","4.912655","8.5","0","1.504077"
"338","8.5","12","122.4","129","","12","1","1","0","0","4.859812","8.0625","0","2.140066"
"339","47.5","12","122.4","93","12","17","1","1","1","0","4.532599","5.8125","0","3.86073"
"340","12.5","12","122.4","91","11","11","1","1","1","20","4.510859","5.6875","1","2.525729"
"341","65","12","122.4","110","12","14","2","0","1","0","4.70048","6.875","0","4.174387"
"342","9.5","12","122.4","112","","10","1","0","1","0","4.718499","7","0","2.251292"
"343","37.5","12","122.4","112","14","12","3","1","1","20","4.718499","7","1","3.624341"
"344","27.5","12","122.4","98","12","12","2","0","1","12","4.584968","6.125",".6","3.314186"
"345","65","12","122.4","147","14","14","2","0","1","0","4.990433","9.1875","0","4.174387"
"346","7.5","12","122.4","92","11","9","4","0","0","8","4.521789","5.75",".4","2.014903"
"347","65","33","149.1","98","14","12","1","0","0","0","4.584968","6.125","0","4.174387"
"348","47.5","33","149.1","98","12","13","2","0","0","0","4.584968","6.125","0","3.86073"
"349","65","18","133.6","137","16","16","1","0","1","0","4.919981","8.5625","0","4.174387"
"350","42.5","18","133.6","113","15","16","1","1","1","0","4.727388","7.0625","0","3.749504"
"351","27.5","18","133.6","137","11","12","1","1","1","0","4.919981","8.5625","0","3.314186"
"352","37.5","18","133.6","71","12","12","2","0","1","15","4.26268","4.4375",".75","3.624341"
"353","47.5","18","133.6","129","16","16","1","0","1","0","4.859812","8.0625","0","3.86073"
"354","2.5","18","133.6","149","","9","3","0","0","10","5.003946","9.3125",".5",".9162908"
"355","7.5","18","133.6","124","","12","1","0","1","0","4.820282","7.75","0","2.014903"
"356","6.5","18","133.6","138","","12","1","0","1","0","4.927254","8.625","0","1.871802"
"357","37.5","18","133.6","128","13","12","1","1","1","0","4.85203","8","0","3.624341"
"358","32.5","18","133.6","122","12","12","1","0","1","10","4.804021","7.625",".5","3.48124"
"359","47.5","20","132.7","118","4","5","2","0","1","0","4.770685","7.375","0","3.86073"
"360","42.5","20","132.7","128","12","12","2","0","1","0","4.85203","8","0","3.749504"
"361","9.5","20","132.7","142","","8","3","0","0","20","4.955827","8.875","1","2.251292"
"362","47.5","20","132.7","127","18","17","1","1","1","0","4.844187","7.9375","0","3.86073"
"363","65","20","132.7","112","18","18","2","1","1","0","4.718499","7","0","4.174387"
"364","22.5","20","132.7","113","14","14","1","1","0","0","4.727388","7.0625","0","3.113515"
"365","42.5","20","132.7","112","14","14","1","0","1","0","4.718499","7","0","3.749504"
"366","37.5","20","132.7","82","14","14","2","0","1","0","4.406719","5.125","0","3.624341"
"367","19.5","20","132.7","141","12","12","1","0","1","0","4.94876","8.8125","0","2.970414"
"368","42.5","20","132.7","107","16","15","3","1","1","0","4.672829","6.6875","0","3.749504"
"369","14.5","20","132.7","117","12","12","1","0","1","0","4.762174","7.3125","0","2.674149"
"370","37.5","20","132.7","127","16","16","1","1","1","0","4.844187","7.9375","0","3.624341"
"371","7.5","20","132.7","133","18","13","1","1","0","0","4.890349","8.3125","0","2.014903"
"372","37.5","20","132.7","118","18","18","1","1","0","0","4.770685","7.375","0","3.624341"
"373","32.5","20","132.7","144","14","12","1","0","1","0","4.969813","9","0","3.48124"
"374","9.5","20","132.7","109","11","11","1","0","1","0","4.691348","6.8125","0","2.251292"
"375","65","20","132.7","79","14","13","3","1","1","0","4.369448","4.9375","0","4.174387"
"376","32.5","20","132.7","124","16","13","1","1","1","0","4.820282","7.75","0","3.48124"
"377","5.5","20","132.7","130","12","9","1","0","1","10","4.867535","8.125",".5","1.704748"
"378","42.5","20","132.7","271","14","14","1","0","1","0","5.602119","16.9375","0","3.749504"
"379","22.5","20","132.7","160","12","13","2","1","0","0","5.075174","10","0","3.113515"
"380","42.5","20","132.7","127","14","17","1","1","1","0","4.844187","7.9375","0","3.749504"
"381","7.5","20","132.7","108","11","11","1","1","0","0","4.682131","6.75","0","2.014903"
"382","13.5","20","132.7","90","","16","1","0","0","0","4.49981","5.625","0","2.60269"
"383","27.5","20","132.7","140","11","12","2","1","1","0","4.941642","8.75","0","3.314186"
"384","42.5","20","132.7","126","17","13","1","0","1","0","4.836282","7.875","0","3.749504"
"385","32.5","20","132.7","110","12","12","2","1","1","0","4.70048","6.875","0","3.48124"
"386","32.5","20","132.7","127","17","12","1","1","1","0","4.844187","7.9375","0","3.48124"
"387","5.5","20","132.7","101","","12","2","1","0","0","4.61512","6.3125","0","1.704748"
"388","47.5","20","132.7","92","18","16","3","0","1","0","4.521789","5.75","0","3.86073"
"389","47.5","20","132.7","121","8","13","1","1","1","0","4.795791","7.5625","0","3.86073"
"390","42.5","20","132.7","102","18","16","1","1","1","0","4.624973","6.375","0","3.749504"
"391","37.5","20","132.7","125","8","10","1","1","1","0","4.828314","7.8125","0","3.624341"
"392","32.5","20","132.7","141","14","15","1","1","1","0","4.94876","8.8125","0","3.48124"
"393","65","20","132.7","121","11","12","1","0","1","0","4.795791","7.5625","0","4.174387"
"394","47.5","20","132.7","127","16","16","1","1","1","0","4.844187","7.9375","0","3.86073"
"395","42.5","20","132.7","119","13","14","1","1","1","0","4.779123","7.4375","0","3.749504"
"396","27.5","20","132.7","106","12","12","1","0","1","0","4.663439","6.625","0","3.314186"
"397","17.5","20","132.7","105","12","12","1","0","0","0","4.65396","6.5625","0","2.862201"
"398","18.5","20","132.7","104","6","11","1","0","0","0","4.644391","6.5","0","2.917771"
"399","42.5","20","132.7","131","17","15","1","1","1","0","4.875197","8.1875","0","3.749504"
"400","37.5","20","132.7","96","10","12","1","1","1","0","4.564348","6","0","3.624341"
"401","42.5","20","132.7","141","16","14","1","0","1","0","4.94876","8.8125","0","3.749504"
"402","32.5","20","132.7","93","9","11","1","0","1","0","4.532599","5.8125","0","3.48124"
"403","2.5","20","132.7","114","","12","1","0","0","0","4.736198","7.125","0",".9162908"
"404","18.5","20","132.7","112","12","12","1","1","1","0","4.718499","7","0","2.917771"
"405","4.5","20","132.7","138","10","12","2","1","1","0","4.927254","8.625","0","1.504077"
"406","22.5","20","132.7","136","14","14","2","1","1","0","4.912655","8.5","0","3.113515"
"407","4.5","20","132.7","113","","12","3","0","1","20","4.727388","7.0625","1","1.504077"
"408","27.5","20","132.7","105","16","12","1","1","1","0","4.65396","6.5625","0","3.314186"
"409","19.5","20","132.7","120","12","12","2","1","1","0","4.787492","7.5","0","2.970414"
"410","27.5","15.5","119","35","16","16","1","0","1","0","3.555348","2.1875","0","3.314186"
"411","19.5","15.5","119","149","12","12","3","0","1","0","5.003946","9.3125","0","2.970414"
"412","18.5","15.5","119","122","15","13","1","1","1","0","4.804021","7.625","0","2.917771"
"413","22.5","15.5","119","146","13","15","1","1","1","0","4.983607","9.125","0","3.113515"
"414","22.5","15.5","119","161","12","12","1","1","1","0","5.081404","10.0625","0","3.113515"
"415","1.5","15.5","119","142","","12","3","1","1","20","4.955827","8.875","1",".4054651"
"416","4.5","15.5","119","119","12","12","2","1","1","0","4.779123","7.4375","0","1.504077"
"417","3.5","15.5","119","83","","12","2","0","0","4","4.41884","5.1875",".2","1.252763"
"418","3.5","15.5","119","136","","14","1","1","0","0","4.912655","8.5","0","1.252763"
"419","42.5","15.5","119","116","12","13","1","0","1","0","4.75359","7.25","0","3.749504"
"420","37.5","15.5","119","93","12","12","1","0","1","0","4.532599","5.8125","0","3.624341"
"421","22.5","15.5","119","110","12","12","1","0","1","0","4.70048","6.875","0","3.113515"
"422","37.5","15.5","119","124","16","17","2","0","1","0","4.820282","7.75","0","3.624341"
"423","15.5","15.5","119","123","9","12","2","1","0","0","4.812184","7.6875","0","2.74084"
"424","27.5","15.5","119","129","12","12","2","0","1","0","4.859812","8.0625","0","3.314186"
"425","32.5","15.5","119","106","12","12","1","0","1","0","4.663439","6.625","0","3.48124"
"426","22.5","15.5","119","130","12","12","1","1","1","0","4.867535","8.125","0","3.113515"
"427","27.5","15.5","119","111","12","12","1","1","1","0","4.70953","6.9375","0","3.314186"
"428","27.5","15.5","119","115","12","12","3","1","1","0","4.744932","7.1875","0","3.314186"
"429","4.5","15.5","119","110","","12","1","1","0","0","4.70048","6.875","0","1.504077"
"430","27.5","15.5","119","117","18","16","2","0","1","0","4.762174","7.3125","0","3.314186"
"431","22.5","34","145.1","113","12","14","1","0","1","0","4.727388","7.0625","0","3.113515"
"432","27.5","34","145.1","114","14","13","1","1","1","0","4.736198","7.125","0","3.314186"
"433","19.5","34","145.1","146","14","13","1","1","1","0","4.983607","9.125","0","2.970414"
"434","4.5","34","145.1","98","","12","2","1","1","20","4.584968","6.125","1","1.504077"
"435","11.5","34","145.1","143","10","10","3","1","1","10","4.962845","8.9375",".5","2.442347"
"436","27.5","34","145.1","116","18","17","1","1","1","0","4.75359","7.25","0","3.314186"
"437","37.5","34","145.1","116","13","14","1","1","1","30","4.75359","7.25","1.5","3.624341"
"438","6.5","34","145.1","75","16","13","2","0","1","0","4.317488","4.6875","0","1.871802"
"439","32.5","34","145.1","139","13","13","1","0","1","0","4.934474","8.6875","0","3.48124"
"440","18.5","34","145.1","120","14","14","1","1","1","0","4.787492","7.5","0","2.917771"
"441","32.5","34","145.1","146","15","16","1","0","1","0","4.983607","9.125","0","3.48124"
"442","42.5","34","145.1","145","12","12","1","0","1","0","4.976734","9.0625","0","3.749504"
"443","22.5","34","145.1","136","12","13","3","1","1","0","4.912655","8.5","0","3.113515"
"444","16.5","34","145.1","120","12","12","1","0","1","0","4.787492","7.5","0","2.80336"
"445","42.5","24","136.5","106","16","16","1","1","1","0","4.663439","6.625","0","3.749504"
"446","37.5","24","136.5","109","16","16","1","0","1","15","4.691348","6.8125",".75","3.624341"
"447","13.5","24","136.5","97","11","12","5","0","1","0","4.574711","6.0625","0","2.60269"
"448","22.5","24","136.5","30","12","12","1","0","0","0","3.401197","1.875","0","3.113515"
"449","22.5","24","136.5","122","12","10","3","1","1","0","4.804021","7.625","0","3.113515"
"450","37.5","24","136.5","130","16","12","1","1","1","0","4.867535","8.125","0","3.624341"
"451","27.5","24","136.5","115","12","14","1","0","1","0","4.744932","7.1875","0","3.314186"
"452","16.5","24","136.5","116","13","12","1","1","1","0","4.75359","7.25","0","2.80336"
"453","47.5","24","136.5","134","12","12","1","0","1","0","4.89784","8.375","0","3.86073"
"454","22.5","24","136.5","127","12","10","1","0","1","0","4.844187","7.9375","0","3.113515"
"455","22.5","24","136.5","101","13","12","1","0","1","0","4.61512","6.3125","0","3.113515"
"456","47.5","24","136.5","145","12","12","3","0","1","0","4.976734","9.0625","0","3.86073"
"457","22.5","24","136.5","128","11","14","1","0","0","0","4.85203","8","0","3.113515"
"458","14.5","24","136.5","130","14","17","2","1","1","0","4.867535","8.125","0","2.674149"
"459","16.5","24","136.5","138","","14","2","1","1","0","4.927254","8.625","0","2.80336"
"460","14.5","24","136.5","133","14","16","3","1","1","0","4.890349","8.3125","0","2.674149"
"461","18.5","3","103.8","106","12","13","1","0","1","0","4.663439","6.625","0","2.917771"
"462","3.5","3","103.8","135","10","8","2","1","1","0","4.905275","8.4375","0","1.252763"
"463","27.5","3","103.8","104","12","11","3","0","1","15","4.644391","6.5",".75","3.314186"
"464","22.5","3","103.8","107","12","12","3","1","0","0","4.672829","6.6875","0","3.113515"
"465","17.5","3","103.8","98","11","12","3","0","1","0","4.584968","6.125","0","2.862201"
"466","18.5","3","103.8","123","12","10","2","0","1","0","4.812184","7.6875","0","2.917771"
"467",".5","3","103.8","96","17","16","2","0","0","0","4.564348","6","0","-.6931472"
"468","17.5","3","103.8","119","16","14","1","0","1","0","4.779123","7.4375","0","2.862201"
"469","18.5","3","103.8","134","12","12","3","1","1","0","4.89784","8.375","0","2.917771"
"470",".5","3","103.8","83","","12","1","0","1","0","4.41884","5.1875","0","-.6931472"
"471","37.5","3","103.8","161","16","13","1","1","1","0","5.081404","10.0625","0","3.624341"
"472","7.5","3","103.8","109","9","14","2","1","1","5","4.691348","6.8125",".25","2.014903"
"473","18.5","3","103.8","113","12","12","1","1","1","0","4.727388","7.0625","0","2.917771"
"474","4.5","3","103.8","98","10","12","1","0","1","0","4.584968","6.125","0","1.504077"
"475","27.5","3","103.8","138","10","16","1","1","1","0","4.927254","8.625","0","3.314186"
"476","6.5","3","103.8","120","12","12","1","1","1","0","4.787492","7.5","0","1.871802"
"477","27.5","3","103.8","112","12","13","1","0","1","0","4.718499","7","0","3.314186"
"478","11.5","3","103.8","104","8","12","1","1","0","0","4.644391","6.5","0","2.442347"
"479","42.5","16","130.7","103","14","12","1","1","1","0","4.634729","6.4375","0","3.749504"
"480","22.5","16","130.7","156","14","13","1","0","1","0","5.049856","9.75","0","3.113515"
"481","19.5","16","130.7","119","10","12","1","0","1","0","4.779123","7.4375","0","2.970414"
"482","65","16","130.7","134","14","12","1","0","1","0","4.89784","8.375","0","4.174387"
"483","37.5","16","130.7","149","","12","2","1","1","0","5.003946","9.3125","0","3.624341"
"484","42.5","16","130.7","106","16","12","2","0","1","0","4.663439","6.625","0","3.749504"
"485","42.5","16","130.7","112","12","12","3","0","0","0","4.718499","7","0","3.749504"
"486","37.5","16","130.7","139","12","12","2","0","1","0","4.934474","8.6875","0","3.624341"
"487","47.5","16","130.7","137","18","16","1","1","1","0","4.919981","8.5625","0","3.86073"
"488","14.5","16","130.7","90","12","14","2","0","0","20","4.49981","5.625","1","2.674149"
"489","32.5","16","130.7","137","16","14","2","0","1","0","4.919981","8.5625","0","3.48124"
"490","15.5","16","130.7","140","10","12","2","1","1","20","4.941642","8.75","1","2.74084"
"491","32.5","16","130.7","126","14","12","2","1","1","0","4.836282","7.875","0","3.48124"
"492","18.5","16","130.7","112","12","12","1","1","0","0","4.718499","7","0","2.917771"
"493","2.5","16","130.7","60","","9","3","1","0","0","4.094345","3.75","0",".9162908"
"494","5.5","16","130.7","109","","12","1","1","0","0","4.691348","6.8125","0","1.704748"
"495","47.5","16","130.7","129","18","12","4","0","1","0","4.859812","8.0625","0","3.86073"
"496","3.5","16","130.7","104","","11","4","1","0","5","4.644391","6.5",".25","1.252763"
"497","42.5","16","130.7","71","12","12","2","0","1","0","4.26268","4.4375","0","3.749504"
"498","6.5","16","130.7","86","6","10","2","0","0","0","4.454347","5.375","0","1.871802"
"499","32.5","16","130.7","124","12","12","2","0","1","0","4.820282","7.75","0","3.48124"
"500","47.5","16","130.7","112","17","16","2","0","1","0","4.718499","7","0","3.86073"
"501","3.5","16","130.7","79","8","10","3","1","1","0","4.369448","4.9375","0","1.252763"
"502","27.5","16","130.7","95","14","16","1","0","1","0","4.553877","5.9375","0","3.314186"
"503","22.5","16","130.7","100","12","12","1","0","1","0","4.60517","6.25","0","3.113515"
"504","27.5","16","130.7","100","8","17","1","1","0","0","4.60517","6.25","0","3.314186"
"505","18.5","16","130.7","105","14","12","1","1","1","0","4.65396","6.5625","0","2.917771"
"506","12.5","16","130.7","107","","12","2","1","0","20","4.672829","6.6875","1","2.525729"
"507",".5","16","130.7","141","","11","1","1","0","0","4.94876","8.8125","0","-.6931472"
"508","1.5","16","130.7","142","","14","1","1","0","0","4.955827","8.875","0",".4054651"
"509","37.5","16","130.7","99","14","12","2","0","1","5","4.59512","6.1875",".25","3.624341"
"510","18.5","16","130.7","112","12","14","1","1","0","5","4.718499","7",".25","2.917771"
"511","22.5","16","130.7","107","12","12","2","0","0","0","4.672829","6.6875","0","3.113515"
"512","47.5","16","130.7","147","13","15","1","1","1","0","4.990433","9.1875","0","3.86073"
"513","65","16","130.7","94","14","16","1","0","1","0","4.543295","5.875","0","4.174387"
"514","65","16","130.7","148","12","16","1","0","1","0","4.997212","9.25","0","4.174387"
"515","11.5","16","130.7","91","8","10","1","1","1","30","4.510859","5.6875","1.5","2.442347"
"516","32.5","16","130.7","131","12","16","3","1","1","0","4.875197","8.1875","0","3.48124"
"517","22.5","16","130.7","102","8","6","1","0","1","0","4.624973","6.375","0","3.113515"
"518","32.5","28","144.4","161","16","12","2","0","1","0","5.081404","10.0625","0","3.48124"
"519","65","28","144.4","120","15","13","2","1","1","0","4.787492","7.5","0","4.174387"
"520","27.5","28","144.4","105","12","14","1","1","1","0","4.65396","6.5625","0","3.314186"
"521","18.5","28","144.4","112","12","12","1","1","1","0","4.718499","7","0","2.917771"
"522","37.5","13","120.2","130","16","16","2","1","1","0","4.867535","8.125","0","3.624341"
"523","32.5","13","120.2","136","12","12","1","1","1","0","4.912655","8.5","0","3.48124"
"524","19.5","13","120.2","110","12","12","1","0","1","0","4.70048","6.875","0","2.970414"
"525","22.5","13","120.2","124","13","13","1","1","1","0","4.820282","7.75","0","3.113515"
"526","27.5","13","120.2","124","12","10","3","1","0","0","4.820282","7.75","0","3.314186"
"527","22.5","13","120.2","134","13","12","2","0","1","0","4.89784","8.375","0","3.113515"
"528","47.5","13","120.2","136","12","12","1","1","1","0","4.912655","8.5","0","3.86073"
"529","22.5","13","120.2","120","12","14","1","1","0","0","4.787492","7.5","0","3.113515"
"530","18.5","13","120.2","108","","12","3","1","0","0","4.682131","6.75","0","2.917771"
"531","17.5","13","120.2","122","12","12","1","0","1","0","4.804021","7.625","0","2.862201"
"532","18.5","13","120.2","137","","15","1","0","1","0","4.919981","8.5625","0","2.917771"
"533","65","13","120.2","119","12","13","1","0","1","10","4.779123","7.4375",".5","4.174387"
"534","32.5","13","120.2","144","13","18","3","1","1","0","4.969813","9","0","3.48124"
"535","47.5","13","120.2","128","18","18","3","0","1","0","4.85203","8","0","3.86073"
"536","13.5","13","120.2","104","12","10","1","0","1","0","4.644391","6.5","0","2.60269"
"537","32.5","13","120.2","118","13","16","1","0","1","0","4.770685","7.375","0","3.48124"
"538","65","13","120.2","93","14","18","2","1","1","0","4.532599","5.8125","0","4.174387"
"539","42.5","13","120.2","138","12","13","1","0","1","6","4.927254","8.625",".3","3.749504"
"540","32.5","13","120.2","135","13","13","2","1","1","0","4.905275","8.4375","0","3.48124"
"541","42.5","13","120.2","128","14","16","1","1","0","0","4.85203","8","0","3.749504"
"542","37.5","13","120.2","118","16","18","1","0","1","0","4.770685","7.375","0","3.624341"
"543","9.5","13","120.2","114","12","12","1","0","0","0","4.736198","7.125","0","2.251292"
"544","37.5","13","120.2","120","16","14","2","0","1","0","4.787492","7.5","0","3.624341"
"545","65","13","120.2","113","18","18","1","0","1","0","4.727388","7.0625","0","4.174387"
"546","42.5","13","120.2","110","12","12","1","0","1","0","4.70048","6.875","0","3.749504"
"547","37.5","13","120.2","106","12","15","1","1","1","0","4.663439","6.625","0","3.624341"
"548","9.5","26","148.6","125","","12","1","1","1","20","4.828314","7.8125","1","2.251292"
"549","19.5","26","148.6","107","14","14","1","1","1","0","4.672829","6.6875","0","2.970414"
"550","19.5","26","148.6","130","12","12","1","0","1","0","4.867535","8.125","0","2.970414"
"551","47.5","26","148.6","116","18","17","1","1","1","0","4.75359","7.25","0","3.86073"
"552","42.5","26","148.6","102","12","12","4","0","1","5","4.624973","6.375",".25","3.749504"
"553","27.5","26","148.6","112","12","11","1","1","1","0","4.718499","7","0","3.314186"
"554","65","26","148.6","124","12","12","2","0","1","20","4.820282","7.75","1","4.174387"
"555","32.5","26","148.6","118","14","12","2","0","1","0","4.770685","7.375","0","3.48124"
"556","47.5","26","148.6","125","16","14","2","1","1","0","4.828314","7.8125","0","3.86073"
"557","65","26","148.6","103","14","18","1","0","1","0","4.634729","6.4375","0","4.174387"
"558","6.5","26","148.6","115","","12","2","1","1","0","4.744932","7.1875","0","1.871802"
"559","42.5","26","148.6","136","13","14","2","0","1","0","4.912655","8.5","0","3.749504"
"560","19.5","26","148.6","120","10","11","1","1","1","10","4.787492","7.5",".5","2.970414"
"561","65","26","148.6","139","12","12","1","1","1","2","4.934474","8.6875",".1","4.174387"
"562","27.5","26","148.6","137","12","14","2","0","1","0","4.919981","8.5625","0","3.314186"
"563","37.5","26","148.6","120","15","16","1","0","1","5","4.787492","7.5",".25","3.624341"
"564","27.5","26","148.6","113","15","15","1","1","1","0","4.727388","7.0625","0","3.314186"
"565","22.5","26","148.6","102","12","12","1","1","1","0","4.624973","6.375","0","3.113515"
"566","27.5","26","148.6","132","12","12","3","0","1","0","4.882802","8.25","0","3.314186"
"567","37.5","26","148.6","141","12","12","1","1","1","1","4.94876","8.8125",".05","3.624341"
"568","22.5","26","148.6","119","16","12","2","0","1","0","4.779123","7.4375","0","3.113515"
"569","27.5","26","148.6","103","13","12","2","0","1","20","4.634729","6.4375","1","3.314186"
"570","32.5","26","148.6","117","12","13","1","1","1","0","4.762174","7.3125","0","3.48124"
"571","32.5","26","148.6","113","12","12","1","1","1","0","4.727388","7.0625","0","3.48124"
"572","37.5","26","148.6","136","12","12","1","0","1","0","4.912655","8.5","0","3.624341"
"573","37.5","26","148.6","128","12","12","1","0","1","0","4.85203","8","0","3.624341"
"574","19.5","26","148.6","110","16","15","1","1","1","0","4.70048","6.875","0","2.970414"
"575","65","26","148.6","110","18","18","1","1","1","0","4.70048","6.875","0","4.174387"
"576","65","26","148.6","123","14","13","1","1","1","0","4.812184","7.6875","0","4.174387"
"577","32.5","26","148.6","150","12","12","1","1","1","0","5.010635","9.375","0","3.48124"
"578","42.5","26","148.6","117","18","18","2","0","1","0","4.762174","7.3125","0","3.749504"
"579","22.5","26","148.6","142","14","13","2","1","1","0","4.955827","8.875","0","3.113515"
"580","22.5","26","148.6","111","12","12","1","1","0","0","4.70953","6.9375","0","3.113515"
"581","16.5","26","148.6","101","12","12","2","1","1","10","4.61512","6.3125",".5","2.80336"
"582","22.5","26","148.6","124","12","12","1","0","1","0","4.820282","7.75","0","3.113515"
"583","22.5","26","148.6","120","18","18","1","1","0","0","4.787492","7.5","0","3.113515"
"584","65","26","148.6","123","12","12","3","1","1","0","4.812184","7.6875","0","4.174387"
"585","13.5","26","148.6","94","12","12","1","1","1","10","4.543295","5.875",".5","2.60269"
"586","32.5","26","148.6","110","10","12","1","0","1","0","4.70048","6.875","0","3.48124"
"587","37.5","26","148.6","87","18","18","1","0","1","0","4.465908","5.4375","0","3.624341"
"588","37.5","26","148.6","109","15","16","1","1","1","0","4.691348","6.8125","0","3.624341"
"589","27.5","26","148.6","112","","12","1","0","0","0","4.718499","7","0","3.314186"
"590","6.5","26","148.6","108","","12","3","0","0","20","4.682131","6.75","1","1.871802"
"591","19.5","25","133","139","11","10","4","0","1","0","4.934474","8.6875","0","2.970414"
"592","32.5","25","133","104","16","16","1","0","1","0","4.644391","6.5","0","3.48124"
"593","22.5","25","133","121","","13","1","0","1","0","4.795791","7.5625","0","3.113515"
"594","65","25","133","110","15","17","1","0","1","0","4.70048","6.875","0","4.174387"
"595","27.5","25","133","155","12","10","5","0","1","0","5.043425","9.6875","0","3.314186"
"596","18.5","25","133","147","16","17","2","0","1","0","4.990433","9.1875","0","2.917771"
"597","47.5","25","133","117","11","12","1","1","1","0","4.762174","7.3125","0","3.86073"
"598","1.5","25","133","113","","12","1","1","0","0","4.727388","7.0625","0",".4054651"
"599","42.5","25","133","136","13","12","2","0","1","0","4.912655","8.5","0","3.749504"
"600","1.5","25","133","105","","12","1","0","0","0","4.65396","6.5625","0",".4054651"
"601","65","25","133","129","16","16","1","1","1","0","4.859812","8.0625","0","4.174387"
"602","22.5","25","133","114","16","15","1","1","1","0","4.736198","7.125","0","3.113515"
"603","42.5","25","133","109","12","14","2","1","1","0","4.691348","6.8125","0","3.749504"
"604",".5","25","133","108","","12","3","1","0","0","4.682131","6.75","0","-.6931472"
"605","47.5","25","133","142","16","16","1","0","1","0","4.955827","8.875","0","3.86073"
"606","65","25","133","99","12","12","1","1","1","0","4.59512","6.1875","0","4.174387"
"607","11.5","25","133","79","","12","1","1","1","20","4.369448","4.9375","1","2.442347"
"608","5.5","25","133","102","12","11","1","0","1","20","4.624973","6.375","1","1.704748"
"609","65","25","133","74","12","12","2","0","1","0","4.304065","4.625","0","4.174387"
"610","2.5","25","133","109","","12","1","1","0","3","4.691348","6.8125",".15",".9162908"
"611","65","25","133","142","18","16","3","0","1","0","4.955827","8.875","0","4.174387"
"612","32.5","25","133","98","10","11","2","0","1","10","4.584968","6.125",".5","3.48124"
"613","2.5","25","133","128","12","12","2","1","0","0","4.85203","8","0",".9162908"
"614","47.5","25","133","107","17","12","1","1","1","0","4.672829","6.6875","0","3.86073"
"615","5.5","25","133","97","","11","1","1","0","0","4.574711","6.0625","0","1.704748"
"616","65","25","133","125","18","16","3","1","1","0","4.828314","7.8125","0","4.174387"
"617","11.5","25","133","75","","13","2","1","0","20","4.317488","4.6875","1","2.442347"
"618","22.5","25","133","136","14","8","1","1","1","40","4.912655","8.5","2","3.113515"
"619","65","25","133","106","17","16","1","0","1","0","4.663439","6.625","0","4.174387"
"620","13.5","25","133","104","12","12","1","0","1","0","4.644391","6.5","0","2.60269"
"621","27.5","25","133","72","13","12","1","1","1","0","4.276666","4.5","0","3.314186"
"622","65","25","133","112","18","12","2","0","1","0","4.718499","7","0","4.174387"
"623","32.5","25","133","120","9","12","3","0","1","20","4.787492","7.5","1","3.48124"
"624","65","25","133","103","12","12","1","1","1","0","4.634729","6.4375","0","4.174387"
"625","8.5","25","133","122","11","12","4","1","0","0","4.804021","7.625","0","2.140066"
"626","27.5","25","133","136","16","16","1","0","1","0","4.912655","8.5","0","3.314186"
"627","65","25","133","123","14","10","3","1","1","0","4.812184","7.6875","0","4.174387"
"628","32.5","25","133","138","11","11","2","0","1","0","4.927254","8.625","0","3.48124"
"629","5.5","25","133","50","11","12","1","1","1","8","3.912023","3.125",".4","1.704748"
"630","22.5","25","133","75","11","12","3","1","1","20","4.317488","4.6875","1","3.113515"
"631","5.5","25","133","93","","11","2","0","1","0","4.532599","5.8125","0","1.704748"
"632","27.5","25","133","119","12","10","2","0","1","0","4.779123","7.4375","0","3.314186"
"633","7.5","25","133","117","","15","1","0","0","0","4.762174","7.3125","0","2.014903"
"634","4.5","25","133","102","7","9","3","1","1","10","4.624973","6.375",".5","1.504077"
